id,audio_filepath,duration,class
id_pdbrsztnjw,id_pdbrsztnjw.wav,2.074,go
id_k6q4ntj0vn,id_k6q4ntj0vn.wav,1.984,up
id_s80lfyme0u,id_s80lfyme0u.wav,1.138,stop
id_rinzzohlq2,id_rinzzohlq2.wav,1.914,stop
id_67b97umv1e,id_67b97umv1e.wav,1.664,no
id_c75z6l4a46,id_c75z6l4a46.wav,1.984,left
id_y8bdbell8z,id_y8bdbell8z.wav,1.494,no
id_lmnqfpbjaw,id_lmnqfpbjaw.wav,1.578,up
id_tsqljssaju,id_tsqljssaju.wav,1.478,down
id_7ncj2j7kwk,id_7ncj2j7kwk.wav,1.984,up
id_4fp8c2kknp,id_4fp8c2kknp.wav,1.138,stop
id_bmftccpure,id_bmftccpure.wav,2.134,stop
id_hj9e198uvp,id_hj9e198uvp.wav,1.078,no
id_0n0cgv0n7c,id_0n0cgv0n7c.wav,2.274,down
id_0k9p0duleh,id_0k9p0duleh.wav,2.069,no
id_mi1ctdxke6,id_mi1ctdxke6.wav,1.674,yes
id_9mdsv3d838,id_9mdsv3d838.wav,2.027,down
id_x0x4ohd6pt,id_x0x4ohd6pt.wav,2.027,down
id_gwl4edde62,id_gwl4edde62.wav,1.554,up
id_tjyl9isjsd,id_tjyl9isjsd.wav,1.478,down
id_30dxjhmspj,id_30dxjhmspj.wav,1.634,down
id_6rvlqhf8qd,id_6rvlqhf8qd.wav,2.347,up
id_3cf1l5vnay,id_3cf1l5vnay.wav,2.074,go
id_vfxmow4o7e,id_vfxmow4o7e.wav,2.133,yes
id_sg4caioace,id_sg4caioace.wav,2.274,go
id_o9o1n4xata,id_o9o1n4xata.wav,2.074,no
id_iav56olsqg,id_iav56olsqg.wav,1.974,left
id_puvfishr6r,id_puvfishr6r.wav,2.2735,down
id_31uu5sefg7,id_31uu5sefg7.wav,2.274,go
id_eo8prgbx76,id_eo8prgbx76.wav,1.578,yes
id_zqo9mg38jc,id_zqo9mg38jc.wav,1.278,go
id_szrq0teji1,id_szrq0teji1.wav,1.138,stop
id_uksilz6m12,id_uksilz6m12.wav,1.578,up
id_nhy573b2xu,id_nhy573b2xu.wav,2.178,right
id_eg1mj7bjre,id_eg1mj7bjre.wav,1.238,right
id_lj4w95wd48,id_lj4w95wd48.wav,1.278,go
id_0hgmj8ual5,id_0hgmj8ual5.wav,1.664,yes
id_6qywmu6khw,id_6qywmu6khw.wav,1.664,no
id_ch98lxct9q,id_ch98lxct9q.wav,1.278,go
id_01ir3iq48y,id_01ir3iq48y.wav,1.974,left
id_blxt1m89pu,id_blxt1m89pu.wav,1.478,down
id_apyn7t5mxz,id_apyn7t5mxz.wav,2.347,up
id_tdo4kwuezn,id_tdo4kwuezn.wav,2.854,stop
id_x4u9lu1b42,id_x4u9lu1b42.wav,1.138,stop
id_wdhqu81isc,id_wdhqu81isc.wav,1.238,right
id_t44ci38gst,id_t44ci38gst.wav,1.0778333333333334,up
id_05tj0h3jhv,id_05tj0h3jhv.wav,1.338,left
id_2np9zfyrwd,id_2np9zfyrwd.wav,1.914,stop
id_llecsz8wur,id_llecsz8wur.wav,2.378,yes
id_3bx3sfr46w,id_3bx3sfr46w.wav,2.998,left
id_som6kuogab,id_som6kuogab.wav,2.347,up
id_bpmc9ttleu,id_bpmc9ttleu.wav,1.354,yes
id_9jo52vr4uy,id_9jo52vr4uy.wav,2.347,up
id_1shn2daob1,id_1shn2daob1.wav,2.998,left
id_53rfhz1xd4,id_53rfhz1xd4.wav,1.914,stop
id_o5tiol8nxj,id_o5tiol8nxj.wav,2.261,right
id_2kvf415rz3,id_2kvf415rz3.wav,1.138,stop
id_fvz5on7pyg,id_fvz5on7pyg.wav,1.238,right
id_yu9cd15mdi,id_yu9cd15mdi.wav,1.354,yes
id_yk7ez776ci,id_yk7ez776ci.wav,1.6,go
id_1b6lems3r2,id_1b6lems3r2.wav,1.899,left
id_mcnnik0g5z,id_mcnnik0g5z.wav,1.38,go
id_e9f3pw5i21,id_e9f3pw5i21.wav,1.834,up
id_ielzpvbbi3,id_ielzpvbbi3.wav,2.133,stop
id_w6qb5lxyj4,id_w6qb5lxyj4.wav,2.854,stop
id_n4ae7lu44x,id_n4ae7lu44x.wav,2.176,down
id_zrne6oqc7q,id_zrne6oqc7q.wav,2.178,right
id_5z7ze374ek,id_5z7ze374ek.wav,1.38,go
id_f5bvhp9g30,id_f5bvhp9g30.wav,1.984,up
id_ywuz4qah5w,id_ywuz4qah5w.wav,2.274,go
id_xy9fr58gmd,id_xy9fr58gmd.wav,2.027,down
id_afqmsa7i80,id_afqmsa7i80.wav,1.984,left
id_4c7ld8qxtf,id_4c7ld8qxtf.wav,2.274,down
id_25b54rpq3m,id_25b54rpq3m.wav,1.792,right
id_ai2sd7you8,id_ai2sd7you8.wav,1.634,down
id_y6ktvbjp74,id_y6ktvbjp74.wav,1.078,no
id_n966ed7edc,id_n966ed7edc.wav,1.664,yes
id_f3j8vojgn8,id_f3j8vojgn8.wav,2.133,stop
id_6api4esa90,id_6api4esa90.wav,2.2735,down
id_i0t16rjpgt,id_i0t16rjpgt.wav,1.664,yes
id_lglpibx13u,id_lglpibx13u.wav,1.078,up
id_4xicdij58i,id_4xicdij58i.wav,1.578,up
id_ozo53gxf1r,id_ozo53gxf1r.wav,1.634,down
id_vb1trupy88,id_vb1trupy88.wav,2.998,left
id_lqe3wkyghc,id_lqe3wkyghc.wav,1.664,no
id_e1vt9ryh5o,id_e1vt9ryh5o.wav,1.574,left
id_4uxhu2mhnd,id_4uxhu2mhnd.wav,1.38,go
id_a5aiqj30jo,id_a5aiqj30jo.wav,2.998,left
id_6xm6hvcnry,id_6xm6hvcnry.wav,1.899,left
id_qug27h9vt7,id_qug27h9vt7.wav,1.338,left
id_5vbq9l1dwb,id_5vbq9l1dwb.wav,1.6,go
id_s1650mia83,id_s1650mia83.wav,1.974,left
id_26o82fu5zg,id_26o82fu5zg.wav,1.8986666666666667,left
id_gqzpl0cdi0,id_gqzpl0cdi0.wav,2.118,go
id_ygy4sb4ls0,id_ygy4sb4ls0.wav,2.667,go
id_0m3nujjjaw,id_0m3nujjjaw.wav,1.834,up
id_wns3747fan,id_wns3747fan.wav,2.133,stop
id_j3zcxuy3kh,id_j3zcxuy3kh.wav,1.478,down
id_zwbl8n96xc,id_zwbl8n96xc.wav,1.298,no
id_0kbwxdtkdp,id_0kbwxdtkdp.wav,2.074,go
id_anbgsopubu,id_anbgsopubu.wav,2.998,left
id_bxq1tekw5d,id_bxq1tekw5d.wav,2.133,stop
id_ku9ke0koy5,id_ku9ke0koy5.wav,1.494,no
id_qlzcml92jq,id_qlzcml92jq.wav,1.664,yes
id_74lqgwlpnv,id_74lqgwlpnv.wav,1.934,right
id_jzhdll9dld,id_jzhdll9dld.wav,2.074,go
id_xenbf9we8j,id_xenbf9we8j.wav,1.554,up
id_kjk8muracu,id_kjk8muracu.wav,2.074,go
id_1jaae73mie,id_1jaae73mie.wav,2.118,go
id_wc62zd1cy1,id_wc62zd1cy1.wav,1.664,yes
id_cr5c0y1zxh,id_cr5c0y1zxh.wav,1.6,go
id_gvmwr60595,id_gvmwr60595.wav,2.133,yes
id_4l7z6sapb5,id_4l7z6sapb5.wav,1.899,left
id_wjtmiwrqpt,id_wjtmiwrqpt.wav,2.347,up
id_50n8sjo1w3,id_50n8sjo1w3.wav,1.338,left
id_erzclhq4tk,id_erzclhq4tk.wav,2.667,go
id_ywgojkqpyr,id_ywgojkqpyr.wav,2.027,down
id_j5sqf9rq3t,id_j5sqf9rq3t.wav,1.0778333333333334,up
id_bowkvw1nd0,id_bowkvw1nd0.wav,2.074,go
id_y843jdox9v,id_y843jdox9v.wav,1.478,down
id_p550mxf9wk,id_p550mxf9wk.wav,2.118,go
id_jugbho7dl4,id_jugbho7dl4.wav,2.274,down
id_nzsswgjukh,id_nzsswgjukh.wav,1.138,stop
id_uckc2mzkxp,id_uckc2mzkxp.wav,2.667,go
id_ty9r27zg3q,id_ty9r27zg3q.wav,1.078,up
id_mplvkg3pwx,id_mplvkg3pwx.wav,2.069,no
id_54ryaubc2g,id_54ryaubc2g.wav,1.899,left
id_n0x9c8q3a5,id_n0x9c8q3a5.wav,1.554,up
id_yigc6djwn6,id_yigc6djwn6.wav,2.176,down
id_zoexdm8ija,id_zoexdm8ija.wav,1.078,up
id_mz5y35gtfa,id_mz5y35gtfa.wav,2.069,no
id_baj3td6h1s,id_baj3td6h1s.wav,2.378,yes
id_msg1wnhz6f,id_msg1wnhz6f.wav,2.854,stop
id_updx26zr5f,id_updx26zr5f.wav,2.112,stop
id_3rbvwgxtlw,id_3rbvwgxtlw.wav,1.984,up
id_vxkslbnuv3,id_vxkslbnuv3.wav,1.078,up
id_z0ezwx6z3q,id_z0ezwx6z3q.wav,1.354,yes
id_si264v1gwt,id_si264v1gwt.wav,1.578,up
id_4zr0iiqfxd,id_4zr0iiqfxd.wav,1.634,down
id_be6dn9ixij,id_be6dn9ixij.wav,1.078,up
id_a8pz80rgd9,id_a8pz80rgd9.wav,2.074,go
id_d8dyu69k82,id_d8dyu69k82.wav,2.133,yes
id_nmcz1sd64f,id_nmcz1sd64f.wav,1.278,go
id_4188zt12pe,id_4188zt12pe.wav,1.354,yes
id_a5q1c66q76,id_a5q1c66q76.wav,1.934,right
id_bcfc7jdp9c,id_bcfc7jdp9c.wav,1.654,right
id_5gukc9p9qg,id_5gukc9p9qg.wav,1.1378333333333333,stop
id_lr2nems8ke,id_lr2nems8ke.wav,1.138,stop
id_9zukvy3wrh,id_9zukvy3wrh.wav,1.664,no
id_6cgcv7l7zk,id_6cgcv7l7zk.wav,2.261,right
id_gyxtxstkkh,id_gyxtxstkkh.wav,1.984,up
id_jyqxfo8u5d,id_jyqxfo8u5d.wav,1.278,go
id_7of0ca55p4,id_7of0ca55p4.wav,2.178,right
id_71z04a4kyz,id_71z04a4kyz.wav,1.654,right
id_tbsaghfvc4,id_tbsaghfvc4.wav,1.38,go
id_klrbkwfh83,id_klrbkwfh83.wav,2.854,stop
id_tt3f5824wu,id_tt3f5824wu.wav,2.112,stop
id_o738xmbokj,id_o738xmbokj.wav,2.854,stop
id_0c5hyifav8,id_0c5hyifav8.wav,2.667,go
id_l20ci0izx6,id_l20ci0izx6.wav,1.554,up
id_nkedeq9zhh,id_nkedeq9zhh.wav,1.984,left
id_2xt55vsfua,id_2xt55vsfua.wav,1.934,right
id_1k1b7o0q45,id_1k1b7o0q45.wav,1.792,right
id_o7onx9t4jc,id_o7onx9t4jc.wav,1.298,no
id_y3lb9ks7tm,id_y3lb9ks7tm.wav,2.274,down
id_hkxbztd36u,id_hkxbztd36u.wav,2.118,go
id_l9vx886coc,id_l9vx886coc.wav,2.027,down
id_2l52k87nm3,id_2l52k87nm3.wav,1.2378333333333333,right
id_nx94w2ohr9,id_nx94w2ohr9.wav,1.278,go
id_nprznurcwx,id_nprznurcwx.wav,1.934,right
id_yi7co5n36p,id_yi7co5n36p.wav,2.074,no
id_4zal5p2lti,id_4zal5p2lti.wav,1.578,up
id_n07mvstskm,id_n07mvstskm.wav,1.358,down
id_daqic4g21j,id_daqic4g21j.wav,1.634,down
id_t6q1k0ek9g,id_t6q1k0ek9g.wav,1.574,left
id_eehtyzjc5m,id_eehtyzjc5m.wav,2.378,yes
id_sksufyv3mr,id_sksufyv3mr.wav,2.027,down
id_ve9kxovfxy,id_ve9kxovfxy.wav,1.38,go
id_az4r4hojny,id_az4r4hojny.wav,2.027,down
id_ry2o0h4643,id_ry2o0h4643.wav,2.998,left
id_0enz7ukyzi,id_0enz7ukyzi.wav,1.914,stop
id_3gd4yvjg4x,id_3gd4yvjg4x.wav,2.112,stop
id_f9ws9od0wk,id_f9ws9od0wk.wav,2.176,down
id_38gz3zbkrv,id_38gz3zbkrv.wav,2.134,stop
id_nlc165d2s1,id_nlc165d2s1.wav,1.9135,stop
id_3zvno4te73,id_3zvno4te73.wav,2.274,down
id_771cfl9xq8,id_771cfl9xq8.wav,1.899,left
id_txo3tfl0vg,id_txo3tfl0vg.wav,2.118,go
id_0afj25rrks,id_0afj25rrks.wav,1.078,up
id_m9941qopr8,id_m9941qopr8.wav,2.378,yes
id_h47e5gqecb,id_h47e5gqecb.wav,1.578,up
id_9b7l1aelo5,id_9b7l1aelo5.wav,1.5778333333333334,up
id_7u08tdxsto,id_7u08tdxsto.wav,2.074,no
id_m1725b19yh,id_m1725b19yh.wav,2.347,up
id_moij5fo070,id_moij5fo070.wav,1.6,go
id_dv1lh9fd3u,id_dv1lh9fd3u.wav,1.664,yes
id_gvq5fo8b6q,id_gvq5fo8b6q.wav,2.134,stop
id_1p8hfd2276,id_1p8hfd2276.wav,1.578,yes
id_55fypqz68m,id_55fypqz68m.wav,1.834,up
id_09fiulucmg,id_09fiulucmg.wav,1.494,no
id_uyve7l26q3,id_uyve7l26q3.wav,1.298,no
id_fjb4izv9x5,id_fjb4izv9x5.wav,1.578,yes
id_e0fj565jzs,id_e0fj565jzs.wav,2.176,down
id_3cv0g80mmy,id_3cv0g80mmy.wav,2.027,down
id_69sd6fck0o,id_69sd6fck0o.wav,1.984,left
id_q3lihe2qf5,id_q3lihe2qf5.wav,2.069,no
id_e9jvtudrf3,id_e9jvtudrf3.wav,2.347,up
id_gl5xozaavs,id_gl5xozaavs.wav,2.133,stop
id_npdt5aw47f,id_npdt5aw47f.wav,1.478,down
id_jgvdjjv6bj,id_jgvdjjv6bj.wav,1.138,stop
id_eyy9bcfkh8,id_eyy9bcfkh8.wav,1.38,go
id_7j8k5q6ve3,id_7j8k5q6ve3.wav,1.5735,left
id_ty8odfcl2x,id_ty8odfcl2x.wav,2.133,yes
id_awr1ss8ney,id_awr1ss8ney.wav,2.261,right
id_yjukrxrzpy,id_yjukrxrzpy.wav,1.664,yes
id_4nd6rxg45u,id_4nd6rxg45u.wav,1.578,up
id_n2vg4irb6e,id_n2vg4irb6e.wav,2.074,go
id_wtge5n5mkc,id_wtge5n5mkc.wav,1.899,left
id_75cgtj5boq,id_75cgtj5boq.wav,2.998,left
id_eheugny15a,id_eheugny15a.wav,1.914,stop
id_mnuz1obwef,id_mnuz1obwef.wav,1.914,stop
id_fq8wl8sdo5,id_fq8wl8sdo5.wav,1.792,right
id_b33zd47mmc,id_b33zd47mmc.wav,2.274,go
id_6me2vib3ap,id_6me2vib3ap.wav,2.134,stop
id_axwdctcurb,id_axwdctcurb.wav,2.274,go
id_1yk6zlbxzt,id_1yk6zlbxzt.wav,1.664,no
id_eiev5nt2og,id_eiev5nt2og.wav,1.984,left
id_peo3qjpacj,id_peo3qjpacj.wav,1.38,go
id_eu17r2dkap,id_eu17r2dkap.wav,1.078,no
id_i4k8yul2zt,id_i4k8yul2zt.wav,1.478,down
id_i3y51jortw,id_i3y51jortw.wav,1.354,yes
id_bnv842c8ov,id_bnv842c8ov.wav,1.899,left
id_vz2d82gz80,id_vz2d82gz80.wav,1.138,stop
id_fy8zfguffo,id_fy8zfguffo.wav,1.574,left
id_h63deqv93e,id_h63deqv93e.wav,1.338,left
id_kdqqx4mr6p,id_kdqqx4mr6p.wav,2.176,down
id_cb9udffhge,id_cb9udffhge.wav,2.347,up
id_njeiebtwjy,id_njeiebtwjy.wav,1.934,right
id_mtab4jhttn,id_mtab4jhttn.wav,2.074,go
id_kqrepq0r2b,id_kqrepq0r2b.wav,2.261,right
id_do94bvzgm4,id_do94bvzgm4.wav,2.176,down
id_bjow92oym7,id_bjow92oym7.wav,1.574,left
id_nmcg2mr485,id_nmcg2mr485.wav,1.899,left
id_02ktiba3r5,id_02ktiba3r5.wav,1.494,no
id_pa0q7cylu2,id_pa0q7cylu2.wav,1.354,yes
id_21b5m6xlnz,id_21b5m6xlnz.wav,2.998,left
id_16cvtpwkow,id_16cvtpwkow.wav,2.118,go
id_esv22amwhs,id_esv22amwhs.wav,2.854,stop
id_bp1wk4prnf,id_bp1wk4prnf.wav,1.554,up
id_vnyv07w2xl,id_vnyv07w2xl.wav,1.578,yes
id_n2hbwh4vxm,id_n2hbwh4vxm.wav,2.261,right
id_h55yr0co9i,id_h55yr0co9i.wav,2.133,stop
id_50pr8nf28l,id_50pr8nf28l.wav,2.178,right
id_ozb97gx989,id_ozb97gx989.wav,2.074,no
id_uwa3zb9jb3,id_uwa3zb9jb3.wav,2.133,yes
id_eub6a44t1c,id_eub6a44t1c.wav,1.578,up
id_gcdslax91w,id_gcdslax91w.wav,1.974,left
id_6fo61tf2av,id_6fo61tf2av.wav,2.133,stop
id_zhkulh4onw,id_zhkulh4onw.wav,1.078,no
id_tuyku186si,id_tuyku186si.wav,2.378,yes
id_v5edr3giao,id_v5edr3giao.wav,1.974,left
id_paoib1y1d5,id_paoib1y1d5.wav,1.078,no
id_te3umd4ooc,id_te3umd4ooc.wav,2.134,stop
id_q03oxvqq8f,id_q03oxvqq8f.wav,1.238,right
id_1lylfylodt,id_1lylfylodt.wav,1.358,down
id_ih93vssnko,id_ih93vssnko.wav,1.358,down
id_5l05f33t3n,id_5l05f33t3n.wav,2.178,right
id_t9vk8dpgsi,id_t9vk8dpgsi.wav,2.074,go
id_z6f7i188cj,id_z6f7i188cj.wav,1.664,yes
id_oifuuljmlk,id_oifuuljmlk.wav,1.654,right
id_ymq6radaix,id_ymq6radaix.wav,1.494,no
id_8noxvllxb4,id_8noxvllxb4.wav,2.133,yes
id_q8v4p5p8gc,id_q8v4p5p8gc.wav,1.078,up
id_znc0fdjgtp,id_znc0fdjgtp.wav,2.069,no
id_g56ziflg5b,id_g56ziflg5b.wav,1.674,yes
id_z528ezuoxy,id_z528ezuoxy.wav,1.664,no
id_sbll8jdcgx,id_sbll8jdcgx.wav,1.478,down
id_b5kymaa9c9,id_b5kymaa9c9.wav,1.984,up
id_hoyyzvodpa,id_hoyyzvodpa.wav,1.984,up
id_pa9eoim356,id_pa9eoim356.wav,2.134,stop
id_son4q5pbt3,id_son4q5pbt3.wav,1.338,left
id_qa2ivkyxfd,id_qa2ivkyxfd.wav,1.664,yes
id_obrjrn4wwe,id_obrjrn4wwe.wav,2.176,down
id_hrec6uer9d,id_hrec6uer9d.wav,1.634,down
id_6qayc74cz5,id_6qayc74cz5.wav,1.494,no
id_lib7ekn1xe,id_lib7ekn1xe.wav,1.634,down
id_pmbpnb3lrl,id_pmbpnb3lrl.wav,1.654,right
id_4of3tonw2c,id_4of3tonw2c.wav,1.574,left
id_28uha9nwrp,id_28uha9nwrp.wav,2.069,no
id_dmduwmlnr0,id_dmduwmlnr0.wav,1.354,yes
id_ppu7aeotg5,id_ppu7aeotg5.wav,1.664,no
id_thrk0g6202,id_thrk0g6202.wav,2.074,go
id_8i2njj3gxx,id_8i2njj3gxx.wav,2.274,down
id_5txnsy8myg,id_5txnsy8myg.wav,2.998,left
id_9o9qlndx07,id_9o9qlndx07.wav,1.354,yes
id_memm8ikyl4,id_memm8ikyl4.wav,2.112,stop
id_yx5znr4a85,id_yx5znr4a85.wav,1.238,right
id_ai80i37hjy,id_ai80i37hjy.wav,2.667,go
id_gbtlue3hmc,id_gbtlue3hmc.wav,2.667,go
id_vks2hc5e24,id_vks2hc5e24.wav,1.974,left
id_v7fi9l226y,id_v7fi9l226y.wav,1.8986666666666667,left
id_fw795x9q0g,id_fw795x9q0g.wav,2.274,down
id_1zwr96d9py,id_1zwr96d9py.wav,2.274,down
id_hioyl4yrh4,id_hioyl4yrh4.wav,1.078,no
id_y75q6xp5jc,id_y75q6xp5jc.wav,2.133,yes
id_xpnm07tl59,id_xpnm07tl59.wav,2.274,go
id_c5a2w1t0ry,id_c5a2w1t0ry.wav,2.074,no
id_7dwsxbhojx,id_7dwsxbhojx.wav,1.914,stop
id_u4c4b6fqo2,id_u4c4b6fqo2.wav,1.574,left
id_w23wbcea9k,id_w23wbcea9k.wav,1.298,no
id_84y48mvvs0,id_84y48mvvs0.wav,1.634,down
id_9gakc7ar4d,id_9gakc7ar4d.wav,2.347,up
id_7y4qjq1j7l,id_7y4qjq1j7l.wav,1.834,up
id_7xt8q9ueo7,id_7xt8q9ueo7.wav,1.6,go
id_4ekx67ejn8,id_4ekx67ejn8.wav,2.667,go
id_bywi5zpni5,id_bywi5zpni5.wav,2.133,yes
id_q4otrq1xu4,id_q4otrq1xu4.wav,1.984,up
id_666kzhhi2k,id_666kzhhi2k.wav,1.664,yes
id_dtmln2zc3m,id_dtmln2zc3m.wav,1.834,up
id_lo7cdv1pzk,id_lo7cdv1pzk.wav,1.478,down
id_amuxaagcrl,id_amuxaagcrl.wav,1.494,no
id_imr4mdu3oc,id_imr4mdu3oc.wav,2.3778333333333332,yes
id_z27h9qsm0i,id_z27h9qsm0i.wav,2.274,down
id_ohgayi9m91,id_ohgayi9m91.wav,2.667,go
id_8mkccx4ghe,id_8mkccx4ghe.wav,2.134,stop
id_1y3nis0d1h,id_1y3nis0d1h.wav,2.027,down
id_zns8jd5m0p,id_zns8jd5m0p.wav,2.261,right
id_ktl7o4wy0l,id_ktl7o4wy0l.wav,1.664,yes
id_hamssslztv,id_hamssslztv.wav,1.792,right
id_f9shaee278,id_f9shaee278.wav,2.134,stop
id_nutbf8h0sn,id_nutbf8h0sn.wav,1.654,right
id_jfl4oob5qr,id_jfl4oob5qr.wav,1.078,up
id_j72idz3r70,id_j72idz3r70.wav,2.133,yes
id_j4crybgp9l,id_j4crybgp9l.wav,2.378,yes
id_a2zfhynupd,id_a2zfhynupd.wav,1.138,stop
id_vpbljhj0kn,id_vpbljhj0kn.wav,2.134,stop
id_tw9mc2b0fl,id_tw9mc2b0fl.wav,2.998,left
id_4wy8oho1ww,id_4wy8oho1ww.wav,2.378,yes
id_km2hj4sv9q,id_km2hj4sv9q.wav,2.069,no
id_6kg3cz8sn5,id_6kg3cz8sn5.wav,1.494,no
id_lep1m0fcfp,id_lep1m0fcfp.wav,1.574,left
id_ynlnt5cbf6,id_ynlnt5cbf6.wav,1.792,right
id_iimyfccw7q,id_iimyfccw7q.wav,1.078,up
id_suohoey2cg,id_suohoey2cg.wav,1.554,up
id_bjrx3sx7ze,id_bjrx3sx7ze.wav,2.378,yes
id_wwhm6638qp,id_wwhm6638qp.wav,1.674,yes
id_e4xovesy2s,id_e4xovesy2s.wav,2.176,down
id_576ahr4t1j,id_576ahr4t1j.wav,2.074,go
id_6kf1eft48s,id_6kf1eft48s.wav,1.984,up
id_c473jkgar9,id_c473jkgar9.wav,1.934,right
id_sjheled0qa,id_sjheled0qa.wav,1.654,right
id_6lifhl8t5k,id_6lifhl8t5k.wav,1.554,up
id_c1e8ty1btc,id_c1e8ty1btc.wav,2.667,go
id_7qin9isj6k,id_7qin9isj6k.wav,2.027,down
id_d3z1oulzlk,id_d3z1oulzlk.wav,1.654,right
id_hu0x4palui,id_hu0x4palui.wav,2.069,no
id_111xjvwi2w,id_111xjvwi2w.wav,2.274,go
id_4tjt7j4rzn,id_4tjt7j4rzn.wav,1.634,down
id_83q7rs5p1m,id_83q7rs5p1m.wav,2.1778333333333335,right
id_fgpr6ckvvo,id_fgpr6ckvvo.wav,2.667,go
id_itr37yvc1y,id_itr37yvc1y.wav,2.378,yes
id_2tppy105wc,id_2tppy105wc.wav,2.274,down
id_cvzypsedmc,id_cvzypsedmc.wav,2.118,go
id_7dpixcphdq,id_7dpixcphdq.wav,1.899,left
id_j80c6m5jm2,id_j80c6m5jm2.wav,1.834,up
id_x2q3hhpfm5,id_x2q3hhpfm5.wav,1.914,stop
id_gylhum8f8k,id_gylhum8f8k.wav,1.298,no
id_iwzmjznqr9,id_iwzmjznqr9.wav,1.974,left
id_h564jp19pw,id_h564jp19pw.wav,1.478,down
id_fub8752j9j,id_fub8752j9j.wav,1.554,up
id_p8mr9y3yuk,id_p8mr9y3yuk.wav,2.347,up
id_gq8aqngmb8,id_gq8aqngmb8.wav,1.664,no
id_ybgdy91yz6,id_ybgdy91yz6.wav,2.274,down
id_06fcc1yn64,id_06fcc1yn64.wav,2.112,stop
id_666l51engm,id_666l51engm.wav,2.347,up
id_zp9lj8y6ei,id_zp9lj8y6ei.wav,2.274,go
id_a9m1dw19ra,id_a9m1dw19ra.wav,1.984,left
id_a8y686c48l,id_a8y686c48l.wav,1.664,yes
id_i8p6gwevw6,id_i8p6gwevw6.wav,2.347,up
id_2xakmtktot,id_2xakmtktot.wav,1.38,go
id_97p13kn5nv,id_97p13kn5nv.wav,1.899,left
id_9fk3iiaunv,id_9fk3iiaunv.wav,1.6,go
id_a0oe6rsogl,id_a0oe6rsogl.wav,2.274,go
id_z8kxnrv3dc,id_z8kxnrv3dc.wav,1.834,up
id_557xijtus7,id_557xijtus7.wav,2.133,stop
id_r7xrm0gq3g,id_r7xrm0gq3g.wav,2.3466666666666667,up
id_wb0wewtqvp,id_wb0wewtqvp.wav,1.38,go
id_ksnvohcwml,id_ksnvohcwml.wav,2.854,stop
id_gz0epvy13k,id_gz0epvy13k.wav,1.984,left
id_f2ye7lvu95,id_f2ye7lvu95.wav,1.554,up
id_f3hixql9mm,id_f3hixql9mm.wav,1.338,left
id_mq8eic96a2,id_mq8eic96a2.wav,2.854,stop
id_6xac6lnmq9,id_6xac6lnmq9.wav,1.974,left
id_k98j2sdxdc,id_k98j2sdxdc.wav,2.667,go
id_psgfj3zimh,id_psgfj3zimh.wav,1.674,yes
id_f7fyjdtcpq,id_f7fyjdtcpq.wav,1.934,right
id_y6cljwglz9,id_y6cljwglz9.wav,2.118,go
id_90m1sf2qmm,id_90m1sf2qmm.wav,1.664,yes
id_b8q2bnwa5z,id_b8q2bnwa5z.wav,1.298,no
id_irz89vzrwl,id_irz89vzrwl.wav,2.178,right
id_56qx7eysc7,id_56qx7eysc7.wav,2.027,down
id_9dqila2m7f,id_9dqila2m7f.wav,1.578,up
id_uoapkjatsb,id_uoapkjatsb.wav,2.274,down
id_nt6dmy9zaf,id_nt6dmy9zaf.wav,1.494,no
id_i4jimx07i4,id_i4jimx07i4.wav,2.178,right
id_wv2n0lnz5f,id_wv2n0lnz5f.wav,1.664,yes
id_5s0xsc6vsq,id_5s0xsc6vsq.wav,2.069,no
id_06q3doi7j5,id_06q3doi7j5.wav,1.578,up
id_3c7a3ay4c5,id_3c7a3ay4c5.wav,2.074,no
id_ef34kb05e4,id_ef34kb05e4.wav,1.974,left
id_m5g3y0z11r,id_m5g3y0z11r.wav,1.654,right
id_8xgenv8pcz,id_8xgenv8pcz.wav,2.378,yes
id_x3o6t5x0ds,id_x3o6t5x0ds.wav,2.133,yes
id_3rabr3a3nz,id_3rabr3a3nz.wav,1.138,stop
id_5agvn9xopp,id_5agvn9xopp.wav,2.074,no
id_wktrdaly8j,id_wktrdaly8j.wav,1.664,yes
id_bsc0n1iu4f,id_bsc0n1iu4f.wav,2.998,left
id_38ihw6xu52,id_38ihw6xu52.wav,2.069,no
id_rjn09cu7zj,id_rjn09cu7zj.wav,1.278,go
id_p82z0rpzaq,id_p82z0rpzaq.wav,1.578,yes
id_78fygy3vt6,id_78fygy3vt6.wav,1.634,down
id_qy9aq2azs5,id_qy9aq2azs5.wav,1.078,up
id_7e3fdofo9h,id_7e3fdofo9h.wav,1.899,left
id_489ahqmxgk,id_489ahqmxgk.wav,1.934,right
id_phu2hbabjj,id_phu2hbabjj.wav,2.133,stop
id_jm5293b144,id_jm5293b144.wav,1.494,no
id_bs99xr2t63,id_bs99xr2t63.wav,2.261,right
id_8ckai2c2c1,id_8ckai2c2c1.wav,2.378,yes
id_6olb0k4krc,id_6olb0k4krc.wav,1.354,yes
id_qj5acye9qh,id_qj5acye9qh.wav,1.984,left
id_62rrrk87jf,id_62rrrk87jf.wav,2.133,yes
id_5taz3yz4zd,id_5taz3yz4zd.wav,1.974,left
id_4zlngfo0si,id_4zlngfo0si.wav,1.899,left
id_07ql9hskde,id_07ql9hskde.wav,1.578,up
